Bundesland;Altersgruppen;Geschlecht;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
          Nordrhein-Westfalen;        Unbekannt;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Nordrhein-Westfalen;        Unbekannt;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;Alle Altersgruppen;Alle Geschlechter;0;1;1;2;1;1;1;0;0;0;3;0;0;0;0;0;0;2;0;0
          Rheinland-Pfalz;Alle Altersgruppen;Männlich;0;0;0;2;0;0;1;0;0;0;2;0;0;0;0;0;0;2;0;0
          Rheinland-Pfalz;Alle Altersgruppen;        Weiblich;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;Alle Altersgruppen;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        Unter 1 Jahr;Alle Geschlechter;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        Unter 1 Jahr;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        Unter 1 Jahr;        Weiblich;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        Unter 1 Jahr;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        1 Jahr bis unter 5 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        1 Jahr bis unter 5 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        1 Jahr bis unter 5 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        1 Jahr bis unter 5 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        5 bis unter 10 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        5 bis unter 10 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        5 bis unter 10 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        5 bis unter 10 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        10 bis unter 15 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        10 bis unter 15 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        10 bis unter 15 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        10 bis unter 15 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        15 bis unter 20 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        15 bis unter 20 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        15 bis unter 20 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        15 bis unter 20 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        20 bis unter 25 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
          Rheinland-Pfalz;        20 bis unter 25 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
          Rheinland-Pfalz;        20 bis unter 25 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        20 bis unter 25 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        25 bis unter 30 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        25 bis unter 30 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        25 bis unter 30 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        25 bis unter 30 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        30 bis unter 35 Jahre;Alle Geschlechter;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
          Rheinland-Pfalz;        30 bis unter 35 Jahre;Männlich;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
          Rheinland-Pfalz;        30 bis unter 35 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        30 bis unter 35 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        35 bis unter 40 Jahre;Alle Geschlechter;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        35 bis unter 40 Jahre;Männlich;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        35 bis unter 40 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        35 bis unter 40 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        40 bis unter 45 Jahre;Alle Geschlechter;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        40 bis unter 45 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        40 bis unter 45 Jahre;        Weiblich;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        40 bis unter 45 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        45 bis unter 50 Jahre;Alle Geschlechter;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        45 bis unter 50 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        45 bis unter 50 Jahre;        Weiblich;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        45 bis unter 50 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        50 bis unter 55 Jahre;Alle Geschlechter;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        50 bis unter 55 Jahre;Männlich;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        50 bis unter 55 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        50 bis unter 55 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        55 bis unter 60 Jahre;Alle Geschlechter;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        55 bis unter 60 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        55 bis unter 60 Jahre;        Weiblich;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        55 bis unter 60 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        60 bis unter 65 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        60 bis unter 65 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        60 bis unter 65 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        60 bis unter 65 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        65 bis unter 70 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        65 bis unter 70 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        65 bis unter 70 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        65 bis unter 70 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        70 bis unter 75 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        70 bis unter 75 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        70 bis unter 75 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        70 bis unter 75 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        75 bis unter 80 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        75 bis unter 80 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        75 bis unter 80 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        75 bis unter 80 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        80 bis unter 85 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        80 bis unter 85 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        80 bis unter 85 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        80 bis unter 85 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        85 bis unter 90 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        85 bis unter 90 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        85 bis unter 90 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        85 bis unter 90 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        90 bis unter 95 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        90 bis unter 95 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        90 bis unter 95 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        90 bis unter 95 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        95 Jahre und älter;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        95 Jahre und älter;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        95 Jahre und älter;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        95 Jahre und älter;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        Unbekannt;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        Unbekannt;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        Unbekannt;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Rheinland-Pfalz;        Unbekannt;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;Alle Altersgruppen;Alle Geschlechter;0;1;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
          Saarland;Alle Altersgruppen;Männlich;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
          Saarland;Alle Altersgruppen;        Weiblich;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
          Saarland;Alle Altersgruppen;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        Unter 1 Jahr;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        Unter 1 Jahr;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        Unter 1 Jahr;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        Unter 1 Jahr;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        1 Jahr bis unter 5 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        1 Jahr bis unter 5 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        1 Jahr bis unter 5 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        1 Jahr bis unter 5 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        5 bis unter 10 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        5 bis unter 10 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        5 bis unter 10 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        5 bis unter 10 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        10 bis unter 15 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        10 bis unter 15 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        10 bis unter 15 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        10 bis unter 15 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        15 bis unter 20 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        15 bis unter 20 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        15 bis unter 20 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        15 bis unter 20 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        20 bis unter 25 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
          Saarland;        20 bis unter 25 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
          Saarland;        20 bis unter 25 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
          Saarland;        20 bis unter 25 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        25 bis unter 30 Jahre;Alle Geschlechter;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        25 bis unter 30 Jahre;Männlich;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        25 bis unter 30 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        25 bis unter 30 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        30 bis unter 35 Jahre;Alle Geschlechter;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        30 bis unter 35 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        30 bis unter 35 Jahre;        Weiblich;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        30 bis unter 35 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        35 bis unter 40 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
          Saarland;        35 bis unter 40 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
          Saarland;        35 bis unter 40 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        35 bis unter 40 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        40 bis unter 45 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        40 bis unter 45 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        40 bis unter 45 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        40 bis unter 45 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        45 bis unter 50 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        45 bis unter 50 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        45 bis unter 50 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        45 bis unter 50 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        50 bis unter 55 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        50 bis unter 55 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        50 bis unter 55 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        50 bis unter 55 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        55 bis unter 60 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        55 bis unter 60 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        55 bis unter 60 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        55 bis unter 60 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        60 bis unter 65 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        60 bis unter 65 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        60 bis unter 65 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        60 bis unter 65 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        65 bis unter 70 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        65 bis unter 70 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        65 bis unter 70 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        65 bis unter 70 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        70 bis unter 75 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        70 bis unter 75 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        70 bis unter 75 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        70 bis unter 75 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        75 bis unter 80 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        75 bis unter 80 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        75 bis unter 80 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        75 bis unter 80 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        80 bis unter 85 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        80 bis unter 85 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        80 bis unter 85 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        80 bis unter 85 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        85 bis unter 90 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        85 bis unter 90 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        85 bis unter 90 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        85 bis unter 90 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        90 bis unter 95 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        90 bis unter 95 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        90 bis unter 95 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        90 bis unter 95 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        95 Jahre und älter;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        95 Jahre und älter;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        95 Jahre und älter;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        95 Jahre und älter;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        Unbekannt;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        Unbekannt;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        Unbekannt;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Saarland;        Unbekannt;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen;Alle Altersgruppen;Alle Geschlechter;0;0;0;0;0;0;1;1;0;3;4;3;5;5;3;22;43;43;57;38
          Sachsen;Alle Altersgruppen;Männlich;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;4;16;12;25;11
          Sachsen;Alle Altersgruppen;        Weiblich;0;0;0;0;0;0;0;1;0;2;3;2;5;4;3;18;27;31;32;27
          Sachsen;Alle Altersgruppen;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen;        Unter 1 Jahr;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen;        Unter 1 Jahr;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen;        Unter 1 Jahr;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen;        Unter 1 Jahr;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Sachsen;        1 Jahr bis unter 5 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
